seed,run_id,confuser_set,anchor_index,negative_index,anchor_path,negative_path,anchor_person_id,negative_person_id,visual_similarity_before,visual_similarity_after,visual_rank_before,visual_rank_after,semantic_similarity_before
0,R00,semantic_top1,19,4258,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb154.jpg,/data/datasets/PRCC/prcc/rgb/train/164/B_cropped_rgb047.jpg,0,33,0.7450370192527771,0.7413644790649414,2704,2788,1.0000001192092896
0,R00,semantic_top1,20,3147,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb172.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8670390844345093,0.871436357498169,10,5,0.9999998807907104
0,R00,semantic_top1,21,3147,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb173.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8591310977935791,0.8625445365905762,27,23,0.9999998807907104
0,R00,semantic_top1,22,3147,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb181.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8307384848594666,0.8365833163261414,213,164,0.9999998807907104
0,R00,semantic_top1,23,3147,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb190.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8817994594573975,0.8867738246917725,7,6,0.9999998807907104
0,R00,semantic_top1,24,3147,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb193.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.872421383857727,0.8756763935089111,4,3,0.9999998807907104
0,R00,semantic_top1,25,3147,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb196.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8833688497543335,0.883523166179657,2,2,0.9999998807907104
0,R00,semantic_top1,26,3147,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb199.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8956340551376343,0.8959648013114929,1,1,0.9999998807907104
0,R00,semantic_top1,27,3147,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb202.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.879752516746521,0.8812641501426697,1,1,0.9999998807907104
0,R00,semantic_top1,28,3147,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb205.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.881179928779602,0.8824197053909302,1,1,0.9999998807907104
0,R00,semantic_top1,29,3147,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb208.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8883233666419983,0.8894948363304138,1,1,0.9999998807907104
0,R00,semantic_top1,30,3147,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb217.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8711629509925842,0.8734050393104553,2,1,0.9999998807907104
0,R00,semantic_top1,31,3147,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb226.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.878731906414032,0.8809534311294556,6,5,0.9999998807907104
0,R00,semantic_top1,32,3147,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb232.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.862834632396698,0.865739107131958,14,11,0.9999998807907104
0,R00,semantic_top1,33,11733,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb238.jpg,/data/datasets/PRCC/prcc/rgb/train/253/B_cropped_rgb078.jpg,0,95,0.764846920967102,0.7689907550811768,1853,1738,1.0000001192092896
0,R00,semantic_top1,34,7558,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb361.jpg,/data/datasets/PRCC/prcc/rgb/train/206/A_cropped_rgb007.jpg,0,61,0.7210369110107422,0.7240642309188843,4514,4361,1.0
0,R00,semantic_top1,35,3147,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb364.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8407155871391296,0.8429039716720581,74,62,0.9999998807907104
0,R00,semantic_top1,36,3147,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb370.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8574243783950806,0.8604691028594971,46,40,0.9999998807907104
0,R00,semantic_top1,37,3147,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb373.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8300521373748779,0.8349413871765137,190,128,0.9999998807907104
0,R00,semantic_top1,38,3147,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb376.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8312992453575134,0.8332229852676392,108,95,0.9999998807907104
0,R00,semantic_top1,39,3147,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb415.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8714237809181213,0.8728063106536865,11,10,0.9999998807907104
0,R00,semantic_top1,40,3147,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb418.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8753643035888672,0.8765165209770203,1,1,0.9999998807907104
0,R00,semantic_top1,41,3147,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb421.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8684253692626953,0.8688133955001831,1,1,0.9999998807907104
0,R00,semantic_top1,42,11733,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb467.jpg,/data/datasets/PRCC/prcc/rgb/train/253/B_cropped_rgb078.jpg,0,95,0.7354332208633423,0.7412362098693848,2662,2424,1.0000001192092896
0,R00,semantic_top1,43,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb012.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.844761312007904,0.8439061641693115,163,171,0.9999998807907104
0,R00,semantic_top1,44,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb024.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8420470952987671,0.8417049646377563,175,180,0.9999998807907104
0,R00,semantic_top1,45,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb066.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8525289297103882,0.8538256883621216,27,28,0.9999998807907104
0,R00,semantic_top1,46,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb092.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8502357006072998,0.8513203263282776,122,108,0.9999998807907104
0,R00,semantic_top1,47,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb112.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8710049986839294,0.8731061220169067,10,10,0.9999998807907104
0,R00,semantic_top1,48,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb115.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8655657172203064,0.8658753037452698,18,20,0.9999998807907104
0,R00,semantic_top1,49,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb118.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8574441075325012,0.8594549298286438,13,10,0.9999998807907104
0,R00,semantic_top1,50,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb121.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8680589199066162,0.8669605851173401,6,7,0.9999998807907104
0,R00,semantic_top1,51,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb127.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8669694066047668,0.8660839796066284,7,10,0.9999998807907104
0,R00,semantic_top1,52,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb133.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8845022916793823,0.8826204538345337,1,1,0.9999998807907104
0,R00,semantic_top1,53,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb136.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8875927925109863,0.8871992826461792,1,1,0.9999998807907104
0,R00,semantic_top1,54,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb139.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8823890686035156,0.8826133608818054,2,2,0.9999998807907104
0,R00,semantic_top1,55,11733,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb142.jpg,/data/datasets/PRCC/prcc/rgb/train/253/B_cropped_rgb078.jpg,0,95,0.7691383361816406,0.7666590809822083,1815,1823,1.0000001192092896
0,R00,semantic_top1,56,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb145.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8650068044662476,0.8653920292854309,35,33,0.9999998807907104
0,R00,semantic_top1,57,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb148.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8807977437973022,0.879745602607727,26,24,0.9999998807907104
0,R00,semantic_top1,58,11733,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb149.jpg,/data/datasets/PRCC/prcc/rgb/train/253/B_cropped_rgb078.jpg,0,95,0.725067138671875,0.7249765396118164,3225,3131,1.0000001192092896
0,R00,semantic_top1,59,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb154.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8631644248962402,0.863246500492096,26,26,0.9999998807907104
0,R00,semantic_top1,60,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb157.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8663772344589233,0.8673011660575867,25,25,0.9999998807907104
0,R00,semantic_top1,61,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb163.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8790637254714966,0.8785974979400635,15,16,0.9999998807907104
0,R00,semantic_top1,62,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb166.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8719784021377563,0.8724327087402344,17,16,0.9999998807907104
0,R00,semantic_top1,63,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb169.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8679279685020447,0.867520272731781,15,17,0.9999998807907104
0,R00,semantic_top1,64,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb172.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8855618834495544,0.8868856430053711,3,3,0.9999998807907104
0,R00,semantic_top1,65,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb176.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8545767068862915,0.8583654165267944,45,32,0.9999998807907104
0,R00,semantic_top1,66,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb177.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8613204956054688,0.8647660613059998,27,23,0.9999998807907104
0,R00,semantic_top1,67,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb199.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8316662311553955,0.8354010581970215,92,82,0.9999998807907104
0,R00,semantic_top1,68,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb206.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8532939553260803,0.8514323234558105,102,121,0.9999998807907104
0,R00,semantic_top1,69,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb227.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8470101356506348,0.8481001853942871,139,139,0.9999998807907104
0,R00,semantic_top1,70,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb292.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8880113363265991,0.8855575323104858,4,4,0.9999998807907104
0,R00,semantic_top1,71,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb295.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.890242874622345,0.8878504037857056,1,1,0.9999998807907104
0,R00,semantic_top1,72,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb298.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8731338381767273,0.8720086812973022,12,13,0.9999998807907104
0,R00,semantic_top1,73,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb301.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8912270069122314,0.8914355039596558,1,1,0.9999998807907104
0,R00,semantic_top1,74,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb304.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8778442144393921,0.8766015768051147,1,1,0.9999998807907104
0,R00,semantic_top1,75,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb307.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8774545788764954,0.8765019178390503,4,5,0.9999998807907104
0,R00,semantic_top1,76,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb310.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8776702284812927,0.8775689005851746,4,5,0.9999998807907104
0,R00,semantic_top1,77,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb313.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8765525817871094,0.8777635097503662,10,8,0.9999998807907104
0,R00,semantic_top1,78,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb322.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8679128885269165,0.8673124313354492,14,15,0.9999998807907104
0,R00,semantic_top1,79,11733,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb328.jpg,/data/datasets/PRCC/prcc/rgb/train/253/B_cropped_rgb078.jpg,0,95,0.7371012568473816,0.7385962605476379,2453,2400,1.0000001192092896
0,R00,semantic_top1,80,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb331.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8478752374649048,0.8486339449882507,35,38,0.9999998807907104
0,R00,semantic_top1,81,3147,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb334.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8589496612548828,0.8582547307014465,20,23,0.9999998807907104
0,R00,semantic_top1,82,11733,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb380.jpg,/data/datasets/PRCC/prcc/rgb/train/253/B_cropped_rgb078.jpg,0,95,0.7594800591468811,0.7552272081375122,1901,2083,1.0000001192092896
0,R00,semantic_top1,83,3147,/data/datasets/PRCC/prcc/rgb/train/092/C_cropped_rgb001.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.888335108757019,0.8879963159561157,1,1,0.9999998807907104
0,R00,semantic_top1,84,3147,/data/datasets/PRCC/prcc/rgb/train/092/C_cropped_rgb007.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8946142792701721,0.8949835896492004,4,4,0.9999998807907104
0,R00,semantic_top1,85,3147,/data/datasets/PRCC/prcc/rgb/train/092/C_cropped_rgb016.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8818483352661133,0.8825939893722534,1,1,0.9999998807907104
0,R00,semantic_top1,86,3147,/data/datasets/PRCC/prcc/rgb/train/092/C_cropped_rgb019.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8774002194404602,0.8790590763092041,2,1,0.9999998807907104
0,R00,semantic_top1,87,3147,/data/datasets/PRCC/prcc/rgb/train/092/C_cropped_rgb022.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8937908411026001,0.8938770294189453,1,1,0.9999998807907104
0,R00,semantic_top1,88,3147,/data/datasets/PRCC/prcc/rgb/train/092/C_cropped_rgb025.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8784396648406982,0.8774483799934387,1,1,0.9999998807907104
0,R00,semantic_top1,89,3147,/data/datasets/PRCC/prcc/rgb/train/092/C_cropped_rgb031.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8854308128356934,0.8877098560333252,6,6,0.9999998807907104
0,R00,semantic_top1,90,3147,/data/datasets/PRCC/prcc/rgb/train/092/C_cropped_rgb034.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8913717269897461,0.8901402354240417,1,1,0.9999998807907104
0,R00,semantic_top1,91,3147,/data/datasets/PRCC/prcc/rgb/train/092/C_cropped_rgb037.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8828698396682739,0.8826104402542114,4,2,0.9999998807907104
0,R00,semantic_top1,92,3147,/data/datasets/PRCC/prcc/rgb/train/092/C_cropped_rgb040.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8944661617279053,0.8949891328811646,1,1,0.9999998807907104
0,R00,semantic_top1,93,3147,/data/datasets/PRCC/prcc/rgb/train/092/C_cropped_rgb046.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8818740844726562,0.8810672163963318,1,3,0.9999998807907104
0,R00,semantic_top1,94,3147,/data/datasets/PRCC/prcc/rgb/train/092/C_cropped_rgb049.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8830856084823608,0.8809621334075928,4,3,0.9999998807907104
0,R00,semantic_top1,95,3147,/data/datasets/PRCC/prcc/rgb/train/092/C_cropped_rgb052.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8907240629196167,0.8889787197113037,5,5,0.9999998807907104
0,R00,semantic_top1,96,3147,/data/datasets/PRCC/prcc/rgb/train/092/C_cropped_rgb055.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8913998603820801,0.8899266123771667,1,1,0.9999998807907104
0,R00,semantic_top1,97,3147,/data/datasets/PRCC/prcc/rgb/train/092/C_cropped_rgb064.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8873140811920166,0.8877577781677246,10,10,0.9999998807907104
0,R00,semantic_top1,98,3147,/data/datasets/PRCC/prcc/rgb/train/092/C_cropped_rgb067.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8883510828018188,0.8864954710006714,2,2,0.9999998807907104
0,R00,semantic_top1,99,3147,/data/datasets/PRCC/prcc/rgb/train/092/C_cropped_rgb070.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8853549361228943,0.8841753005981445,2,3,0.9999998807907104
0,R00,hybrid_top1,0,3147,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb001.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.875569224357605,0.8794941902160645,8,4,0.9999998807907104
0,R00,hybrid_top1,1,3147,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb004.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8674390316009521,0.8695951104164124,26,23,0.9999998807907104
0,R00,hybrid_top1,2,3147,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb007.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8648730516433716,0.8674824833869934,19,13,0.9999998807907104
0,R00,hybrid_top1,3,3147,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb010.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8613510727882385,0.8658114075660706,14,8,0.9999998807907104
0,R00,hybrid_top1,4,3147,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb013.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8575009107589722,0.8602938652038574,69,46,0.9999998807907104
0,R00,hybrid_top1,5,3147,/data/datasets/PRCC/prcc/rgb/train/092/A_cropped_rgb016.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8676241636276245,0.8709789514541626,5,3,0.9999998807907104
